sensitivity,specificity,prevalence,tolerance_frac_prev,z,tolerance,min_n
0.8,1,0.09,0.1,1.96,0.009,4951.39555555555
0.85,1,0.09,0.1,1.96,0.009,4637.53934640523
0.9,1,0.09,0.1,1.96,0.009,4358.55604938272
0.95,1,0.09,0.1,1.96,0.009,4108.93941520468
1,1,0.09,0.1,1.96,0.009,3884.28444444445
0.8,0.8,0.095,0.1,1.96,0.0095,22577.9428008618
0.85,0.8,0.095,0.1,1.96,0.0095,19468.3150118835
0.9,0.8,0.095,0.1,1.96,0.0095,16981.1142382271
0.95,0.8,0.095,0.1,1.96,0.0095,14958.592108341
1,0.8,0.095,0.1,1.96,0.0095,13290.2333518005
0.8,0.85,0.095,0.1,1.96,0.0095,16816.1130089003
0.85,0.85,0.095,0.1,1.96,0.0095,14735.5297506925
0.9,0.85,0.095,0.1,1.96,0.0095,13038.3833056325
0.95,0.85,0.095,0.1,1.96,0.0095,11634.1419390582
1,0.85,0.095,0.1,1.96,0.0095,10457.7027994134
0.8,0.9,0.095,0.1,1.96,0.0095,12055.596232687
0.85,0.9,0.095,0.1,1.96,0.0095,10739.8082363804
0.9,0.9,0.095,0.1,1.96,0.0095,9645.50204986149
0.95,0.9,0.095,0.1,1.96,0.0095,8724.12413959684
1,0.9,0.095,0.1,1.96,0.0095,7939.89786395814
0.8,0.95,0.095,0.1,1.96,0.0095,8062.86690058479
0.85,0.95,0.095,0.1,1.96,0.0095,7324.31368421052
0.9,0.95,0.095,0.1,1.96,0.0095,6695.96966672737
0.95,0.95,0.095,0.1,1.96,0.0095,6155.79581546458
1,0.95,0.095,0.1,1.96,0.0095,5687.12502697186
0.8,1,0.095,0.1,1.96,0.0095,4670.57684210526
0.85,1,0.095,0.1,1.96,0.0095,4373.23938080495
0.9,1,0.095,0.1,1.96,0.0095,4108.93941520468
0.95,1,0.095,0.1,1.96,0.0095,3872.46049861496
1,1,0.095,0.1,1.96,0.0095,3659.62947368421
0.8,0.8,0.1,0.1,1.96,0.01,20531.2177777778
0.85,0.8,0.1,0.1,1.96,0.01,17710.0033136095
0.9,0.8,0.1,0.1,1.96,0.01,15452.64
0.95,0.8,0.1,0.1,1.96,0.01,13616.3377777778
1,0.8,0.1,0.1,1.96,0.01,12101.04
0.8,0.85,0.1,0.1,1.96,0.01,15345.9417751479
0.85,0.85,0.1,0.1,1.96,0.01,13453.44
0.9,0.85,0.1,0.1,1.96,0.01,11908.96
0.95,0.85,0.1,0.1,1.96,0.01,10630.4275
1,0.85,0.1,0.1,1.96,0.01,9558.80470588235
0.8,0.9,0.1,0.1,1.96,0.01,11062.24
0.85,0.9,0.1,0.1,1.96,0.01,9860.10666666666
0.9,0.9,0.1,0.1,1.96,0.01,8859.69
0.95,0.9,0.1,0.1,1.96,0.01,8016.84761245674
1,0.9,0.1,0.1,1.96,0.01,7299.04
0.8,0.95,0.1,0.1,1.96,0.01,7469.77777777777
0.85,0.95,0.1,0.1,1.96,0.01,6788.82749999999
0.9,0.95,0.1,0.1,1.96,0.01,6209.03584775086
0.95,0.95,0.1,0.1,1.96,0.01,5710.23012345678
1,0.95,0.1,0.1,1.96,0.01,5277.14526315789
0.8,1,0.1,0.1,1.96,0.01,4417.84
0.85,1,0.1,0.1,1.96,0.01,4135.3694117647
0.9,1,0.1,0.1,1.96,0.01,3884.28444444444
0.95,1,0.1,0.1,1.96,0.01,3659.62947368421
1,1,0.1,0.1,1.96,0.01,3457.44
0.8,0.8,0.105,0.1,1.96,0.0105,18760.9264197531
0.85,0.8,0.105,0.1,1.96,0.0105,16188.6000262985
0.9,0.8,0.105,0.1,1.96,0.0105,14129.6177777778
0.95,0.8,0.105,0.1,1.96,0.0105,12454.0819753086
1,0.8,0.105,0.1,1.96,0.0105,11070.9511111111
0.8,0.85,0.105,0.1,1.96,0.0105,14071.1299408284
0.85,0.85,0.105,0.1,1.96,0.0105,12341.1733333333
0.9,0.85,0.105,0.1,1.96,0.0105,10928.6696296296
0.95,0.85,0.105,0.1,1.96,0.0105,9758.83999999999
1,0.85,0.105,0.1,1.96,0.0105,8777.87921568627
0.8,0.9,0.105,0.1,1.96,0.0105,10197.1733333333
0.85,0.9,0.105,0.1,1.96,0.0105,9093.52888888889
0.9,0.9,0.105,0.1,1.96,0.0105,8174.50666666666
0.95,0.9,0.105,0.1,1.96,0.0105,7399.7754094579
1,0.9,0.105,0.1,1.96,0.0105,6739.59308641975
0.8,0.95,0.105,0.1,1.96,0.0105,6948.65975308642
0.85,0.95,0.105,0.1,1.96,0.0105,6317.9511111111
0.9,0.95,0.105,0.1,1.96,0.0105,5780.53357939254
0.95,0.95,0.105,0.1,1.96,0.0105,5317.85371742112
1,0.95,0.105,0.1,1.96,0.0105,4915.86339181286
0.8,1,0.105,0.1,1.96,0.0105,4189.17333333333
0.85,1,0.105,0.1,1.96,0.0105,3920.15372549019
0.9,1,0.105,0.1,1.96,0.0105,3681.02518518518
0.95,1,0.105,0.1,1.96,0.0105,3467.06807017544
1,1,0.105,0.1,1.96,0.0105,3274.50666666667
0.8,0.8,0.11,0.1,1.96,0.011,17218.7637832874
0.85,0.8,0.11,0.1,1.96,0.011,14862.7594581642
0.9,0.8,0.11,0.1,1.96,0.011,12976.2366942149
0.95,0.8,0.11,0.1,1.96,0.011,11440.4894031221
1,0.8,0.11,0.1,1.96,0.011,10172.3028099174
0.8,0.85,0.11,0.1,1.96,0.011,12957.8338383295
0.85,0.85,0.11,0.1,1.96,0.011,11369.360661157
0.9,0.85,0.11,0.1,1.96,0.011,10071.7650688705
0.95,0.85,0.11,0.1,1.96,0.011,8996.60652892561
1,0.85,0.11,0.1,1.96,0.011,8094.62658240155
0.8,0.9,0.11,0.1,1.96,0.011,9438.51768595041
0.85,0.9,0.11,0.1,1.96,0.011,8420.82953168044
0.9,0.9,0.11,0.1,1.96,0.011,7572.87305785124
0.95,0.9,0.11,0.1,1.96,0.011,6857.63335983299
1,0.9,0.11,0.1,1.96,0.011,6247.80326905418
0.8,0.95,0.11,0.1,1.96,0.011,6487.68279155188
0.85,0.95,0.11,0.1,1.96,0.011,5901.10239669421
0.9,0.95,0.11,0.1,1.96,0.011,5400.92553290057
0.95,0.95,0.11,0.1,1.96,0.011,4970.01365574941
1,0.95,0.11,0.1,1.96,0.011,4595.38240974336
0.8,1,0.11,0.1,1.96,0.011,3981.29454545454
0.85,1,0.11,0.1,1.96,0.011,3724.50310160428
0.9,1,0.11,0.1,1.96,0.011,3496.24404040404
0.95,1,0.11,0.1,1.96,0.011,3292.01224880383
1,1,0.11,0.1,1.96,0.011,3108.20363636364
0.8,0.8,0.115,0.1,1.96,0.0115,15866.5906826297
0.85,0.8,0.115,0.1,1.96,0.0115,13699.8302909363
0.9,0.8,0.115,0.1,1.96,0.0115,11964.210510397
0.95,0.8,0.115,0.1,1.96,0.0115,10550.8039151439
1,0.8,0.115,0.1,1.96,0.0115,9383.23508506616
0.8,0.85,0.115,0.1,1.96,0.0115,11979.2940105815
0.85,0.85,0.115,0.1,1.96,0.0115,10514.7738374291
0.9,0.85,0.115,0.1,1.96,0.0115,9317.87705103969
0.95,0.85,0.115,0.1,1.96,0.0115,8325.70578449904
1,0.85,0.115,0.1,1.96,0.0115,7492.97821861447
0.8,0.9,0.115,0.1,1.96,0.0115,8768.9288468809
0.85,0.9,0.115,0.1,1.96,0.0115,7826.74560806553
0.9,0.9,0.115,0.1,1.96,0.0115,7041.2388657845
0.95,0.9,0.115,0.1,1.96,0.0115,6378.29833033535
1,0.9,0.115,0.1,1.96,0.0115,5812.74989287965
0.8,0.95,0.115,0.1,1.96,0.0115,6077.40958622138
0.85,0.95,0.115,0.1,1.96,0.0115,5529.83432892249
0.9,0.95,0.115,0.1,1.96,0.0115,5062.59411594638
0.95,0.95,0.115,0.1,1.96,0.0115,4659.79472473103
1,0.95,0.115,0.1,1.96,0.0115,4309.38770669585
0.8,1,0.115,0.1,1.96,0.0115,3791.49217391304
0.85,1,0.115,0.1,1.96,0.0115,3545.86557544757
0.9,1,0.115,0.1,1.96,0.0115,3327.53082125604
0.95,1,0.115,0.1,1.96,0.0115,3132.17867276888
1,1,0.115,0.1,1.96,0.0115,2956.36173913043
0.8,0.8,0.12,0.1,1.96,0.012,14673.9634567901
0.85,0.8,0.12,0.1,1.96,0.012,12673.7440105194
0.9,0.8,0.12,0.1,1.96,0.012,11070.9511111111
0.95,0.8,0.12,0.1,1.96,0.012,9765.25234567901
1,0.8,0.12,0.1,1.96,0.012,8686.28444444444
0.8,0.85,0.12,0.1,1.96,0.012,11114.1200788955
0.85,0.85,0.12,0.1,1.96,0.012,9758.83999999999
0.9,0.85,0.12,0.1,1.96,0.012,8650.71407407407
0.95,0.85,0.12,0.1,1.96,0.012,7731.72020833332
1,0.85,0.12,0.1,1.96,0.012,6960.07529411764
0.8,0.9,0.12,0.1,1.96,0.012,8174.50666666666
0.85,0.9,0.12,0.1,1.96,0.012,7299.04
0.9,0.9,0.12,0.1,1.96,0.012,6568.73583333333
0.95,0.9,0.12,0.1,1.96,0.012,5952.04299884659
1,0.9,0.12,0.1,1.96,0.012,5425.66716049383
0.8,0.95,0.12,0.1,1.96,0.012,5710.23012345679
0.85,0.95,0.12,0.1,1.96,0.012,5197.33131944444
0.9,0.95,0.12,0.1,1.96,0.012,4759.38940407535
0.95,0.95,0.12,0.1,1.96,0.012,4381.61091906721
1,0.95,0.12,0.1,1.96,0.012,4052.77567251462
0.8,1,0.12,0.1,1.96,0.012,3617.50666666667
0.85,1,0.12,0.1,1.96,0.012,3382.11450980392
0.9,1,0.12,0.1,1.96,0.012,3172.87703703704
0.95,1,0.12,0.1,1.96,0.012,2985.66456140351
1,1,0.12,0.1,1.96,0.012,2817.17333333333
0.8,0.8,0.125,0.1,1.96,0.0125,13616.3377777778
0.85,0.8,0.125,0.1,1.96,0.0125,11763.4792899408
0.9,0.8,0.125,0.1,1.96,0.0125,10278.24
0.95,0.8,0.125,0.1,1.96,0.0125,9067.88337777777
1,0.8,0.125,0.1,1.96,0.0125,8067.36
0.8,0.85,0.125,0.1,1.96,0.0125,10345.0423668639
0.85,0.85,0.125,0.1,1.96,0.0125,9086.55999999999
0.9,0.85,0.125,0.1,1.96,0.0125,8057.11573333333
0.95,0.85,0.125,0.1,1.96,0.0125,7202.99999999999
1,0.85,0.125,0.1,1.96,0.0125,6485.52470588235
0.8,0.9,0.125,0.1,1.96,0.0125,7643.99999999999
0.85,0.9,0.125,0.1,1.96,0.0125,6827.80373333333
0.9,0.9,0.125,0.1,1.96,0.0125,6146.56
0.95,0.9,0.125,0.1,1.96,0.0125,5570.9846366782
1,0.9,0.125,0.1,1.96,0.0125,5079.44888888889
0.8,0.95,0.125,0.1,1.96,0.0125,5379.94737777777
0.85,0.95,0.125,0.1,1.96,0.0125,4898.03999999999
0.9,0.95,0.125,0.1,1.96,0.0125,4486.29757785467
0.95,0.95,0.125,0.1,1.96,0.0125,4130.90567901234
1,0.95,0.125,0.1,1.96,0.0125,3821.38105263158
0.8,1,0.125,0.1,1.96,0.0125,3457.44
0.85,1,0.125,0.1,1.96,0.0125,3231.46352941176
0.9,1,0.125,0.1,1.96,0.0125,3030.59555555556
0.95,1,0.125,0.1,1.96,0.0125,2850.87157894737
1,1,0.125,0.1,1.96,0.0125,2689.12
0.8,0.8,0.13,0.1,1.96,0.013,12673.7440105194
0.85,0.8,0.13,0.1,1.96,0.013,10951.9293526137
0.9,0.8,0.13,0.1,1.96,0.013,9571.24828402366
0.95,0.8,0.13,0.1,1.96,0.013,8445.71087442472
1,0.8,0.13,0.1,1.96,0.013,7514.98792899408
0.8,0.85,0.13,0.1,1.96,0.013,9657.99034487587
0.85,0.85,0.13,0.1,1.96,0.013,8485.7098224852
0.9,0.85,0.13,0.1,1.96,0.013,7526.35360946745
0.95,0.85,0.13,0.1,1.96,0.013,6730.04562130177
1,0.85,0.13,0.1,1.96,0.013,6060.84939784197
0.8,0.9,0.13,0.1,1.96,0.013,7168.21869822485
0.85,0.9,0.13,0.1,1.96,0.013,6404.93980276134
0.9,0.9,0.13,0.1,1.96,0.013,5767.51455621301
0.95,0.9,0.13,0.1,1.96,0.013,5228.67708359779
1,0.9,0.13,0.1,1.96,0.013,4768.28181459566
0.8,0.95,0.13,0.1,1.96,0.013,5081.46945430637
0.85,0.95,0.13,0.1,1.96,0.013,4627.39473372781
0.9,0.95,0.13,0.1,1.96,0.013,4239.19431297475
0.95,0.95,0.13,0.1,1.96,0.013,3903.9288304478
1,0.95,0.13,0.1,1.96,0.013,3611.77397695422
0.8,1,0.13,0.1,1.96,0.013,3309.68615384615
0.85,1,0.13,0.1,1.96,0.013,3092.40108597285
0.9,1,0.13,0.1,1.96,0.013,2899.2588034188
0.95,1,0.13,0.1,1.96,0.013,2726.44728744939
1,1,0.13,0.1,1.96,0.013,2570.91692307692
0.8,0.8,0.135,0.1,1.96,0.0135,11829.7976284103
0.85,0.8,0.135,0.1,1.96,0.0135,10225.055704418
0.9,0.8,0.135,0.1,1.96,0.0135,8937.80433470507
0.95,0.8,0.135,0.1,1.96,0.0135,7888.07362292333
1,0.8,0.135,0.1,1.96,0.0135,7019.74672153635
0.8,0.85,0.135,0.1,1.96,0.0135,9041.4034938028
0.85,0.85,0.135,0.1,1.96,0.0135,7946.24329218106
0.9,0.85,0.135,0.1,1.96,0.0135,7049.60826703246
0.95,0.85,0.135,0.1,1.96,0.0135,6305.04576131687
1,0.85,0.135,0.1,1.96,0.0135,5679.07698862261
0.8,0.9,0.135,0.1,1.96,0.0135,6739.59308641975
0.85,0.9,0.135,0.1,1.96,0.0135,6023.77635116598
0.9,0.9,0.135,0.1,1.96,0.0135,5425.66716049382
0.95,0.9,0.135,0.1,1.96,0.0135,4919.8047998633
1,0.9,0.135,0.1,1.96,0.0135,4487.37055936595
0.8,0.95,0.135,0.1,1.96,0.0135,4810.57787532388
0.85,0.95,0.135,0.1,1.96,0.0135,4381.61091906721
0.9,0.95,0.135,0.1,1.96,0.0135,4014.65899174581
0.95,0.95,0.135,0.1,1.96,0.0135,3697.56846280208
1,0.95,0.135,0.1,1.96,0.0135,3421.10691213631
0.8,1,0.135,0.1,1.96,0.0135,3172.87703703704
0.85,1,0.135,0.1,1.96,0.0135,2963.63956427015
0.9,1,0.135,0.1,1.96,0.0135,2777.65069958848
0.95,1,0.135,0.1,1.96,0.0135,2611.23961013645
1,1,0.135,0.1,1.96,0.0135,2461.46962962963
0.8,0.8,0.14,0.1,1.96,0.014,11070.9511111111
0.85,0.8,0.14,0.1,1.96,0.014,9571.24828402366
0.9,0.8,0.14,0.1,1.96,0.014,8367.83999999999
0.95,0.8,0.14,0.1,1.96,0.014,7386.15111111111
1,0.8,0.14,0.1,1.96,0.014,6573.84
0.8,0.85,0.14,0.1,1.96,0.014,8485.7098224852
0.85,0.85,0.14,0.1,1.96,0.014,7459.83999999999
0.9,0.85,0.14,0.1,1.96,0.014,6619.57333333333
0.95,0.85,0.14,0.1,1.96,0.014,5921.52749999999
1,0.85,0.14,0.1,1.96,0.014,5334.42823529411
0.8,0.9,0.14,0.1,1.96,0.014,6351.83999999999
0.85,0.9,0.14,0.1,1.96,0.014,5678.77333333333
0.9,0.9,0.14,0.1,1.96,0.014,5116.09
0.95,0.9,0.14,0.1,1.96,0.014,4639.9507266436
1,0.9,0.14,0.1,1.96,0.014,4232.72888888889
0.8,0.95,0.14,0.1,1.96,0.014,4563.75111111111
0.85,0.95,0.14,0.1,1.96,0.014,4157.5275
0.9,0.95,0.14,0.1,1.96,0.014,3809.83307958477
0.95,0.95,0.14,0.1,1.96,0.014,3509.22271604938
1,0.95,0.14,0.1,1.96,0.014,3246.99789473684
0.8,1,0.14,0.1,1.96,0.014,3045.84
0.85,1,0.14,0.1,1.96,0.014,2844.07529411765
0.9,1,0.14,0.1,1.96,0.014,2664.72888888889
0.95,1,0.14,0.1,1.96,0.014,2504.26105263158
1,1,0.14,0.1,1.96,0.014,2359.84
0.8,0.8,0.145,0.1,1.96,0.0145,10385.9221773022
0.85,0.8,0.145,0.1,1.96,0.0145,8980.83636245945
0.9,0.8,0.145,0.1,1.96,0.0145,7852.9672294887
0.95,0.8,0.145,0.1,1.96,0.0145,6932.59328312855
1,0.8,0.145,0.1,1.96,0.0145,6170.76984542212
0.8,0.85,0.145,0.1,1.96,0.0145,7982.92691400066
0.85,0.85,0.145,0.1,1.96,0.0145,7019.55938168846
0.9,0.85,0.145,0.1,1.96,0.0145,6230.15248513674
0.95,0.85,0.145,0.1,1.96,0.0145,5574.08851367419
1,0.85,0.145,0.1,1.96,0.0145,5022.07851157585
0.8,0.9,0.145,0.1,1.96,0.0145,5999.70682520808
0.85,0.9,0.145,0.1,1.96,0.0145,5365.29762980579
0.9,0.9,0.145,0.1,1.96,0.0145,4834.66045184304
0.95,0.9,0.145,0.1,1.96,0.0145,4385.41821673819
1,0.9,0.145,0.1,1.96,0.0145,4001.01954815696
0.8,0.95,0.145,0.1,1.96,0.0145,4338.02871713568
0.85,0.95,0.145,0.1,1.96,0.0145,3952.48565992865
0.9,0.95,0.145,0.1,1.96,0.0145,3622.31099144617
0.95,0.95,0.145,0.1,1.96,0.0145,3336.70093862392
1,0.95,0.145,0.1,1.96,0.0145,3087.44047562426
0.8,1,0.145,0.1,1.96,0.0145,2927.56413793103
0.85,1,0.145,0.1,1.96,0.0145,2732.7568356998
0.9,1,0.145,0.1,1.96,0.0145,2559.59478927203
0.95,1,0.145,0.1,1.96,0.0145,2404.66032667877
1,1,0.145,0.1,1.96,0.0145,2265.21931034483
0.8,0.8,0.15,0.1,1.96,0.015,9765.25234567901
0.85,0.8,0.15,0.1,1.96,0.015,8445.71087442472
0.9,0.8,0.15,0.1,1.96,0.015,7386.1511111111
0.95,0.8,0.15,0.1,1.96,0.015,6521.23456790123
1,0.8,0.15,0.1,1.96,0.015,5805.08444444444
0.8,0.85,0.15,0.1,1.96,0.015,7526.35360946745
0.85,0.85,0.15,0.1,1.96,0.015,6619.57333333333
0.9,0.85,0.15,0.1,1.96,0.015,5876.22518518518
0.95,0.85,0.15,0.1,1.96,0.015,5258.18999999999
1,0.85,0.15,0.1,1.96,0.015,4737.97333333333
0.8,0.9,0.15,0.1,1.96,0.015,5678.77333333333
0.85,0.9,0.15,0.1,1.96,0.015,5079.44888888889
0.9,0.9,0.15,0.1,1.96,0.015,4577.90666666666
0.95,0.9,0.15,0.1,1.96,0.015,4153.09305651672
1,0.9,0.15,0.1,1.96,0.015,3789.43012345679
0.8,0.95,0.15,0.1,1.96,0.015,4130.90567901234
0.85,0.95,0.15,0.1,1.96,0.015,3764.23444444444
0.9,0.95,0.15,0.1,1.96,0.015,3450.05514801999
0.95,0.95,0.15,0.1,1.96,0.015,3178.14672153635
1,0.95,0.15,0.1,1.96,0.015,2940.73356725146
0.8,1,0.15,0.1,1.96,0.015,2817.17333333333
0.85,1,0.15,0.1,1.96,0.015,2628.85960784314
0.9,1,0.15,0.1,1.96,0.015,2461.46962962963
0.95,1,0.15,0.1,1.96,0.015,2311.69964912281
1,1,0.15,0.1,1.96,0.015,2176.90666666667
0.8,0.8,0.155,0.1,1.96,0.0155,9200.96290438201
0.85,0.8,0.155,0.1,1.96,0.0155,7959.03004488667
0.9,0.8,0.155,0.1,1.96,0.0155,6961.45498439126
0.95,0.8,0.155,0.1,1.96,0.0155,6146.870916869
1,0.8,0.155,0.1,1.96,0.0155,5472.18131113423
0.8,0.85,0.155,0.1,1.96,0.0155,7110.32949257738
0.85,0.85,0.155,0.1,1.96,0.0155,6254.95758584807
0.9,0.85,0.155,0.1,1.96,0.0155,5553.46386403052
0.95,0.85,0.155,0.1,1.96,0.0155,4969.99504682622
1,0.85,0.155,0.1,1.96,0.0155,4478.68434106629
0.8,0.9,0.155,0.1,1.96,0.0155,5385.29681581685
0.85,0.9,0.155,0.1,1.96,0.0155,4817.92338536247
0.9,0.9,0.155,0.1,1.96,0.0155,4342.88682622268
0.95,0.9,0.155,0.1,1.96,0.0155,3940.3355478182
1,0.9,0.155,0.1,1.96,0.0155,3595.57592322812
0.8,0.95,0.155,0.1,1.96,0.0155,3940.24948086484
0.85,0.95,0.155,0.1,1.96,0.0155,3590.85664932362
0.9,0.95,0.155,0.1,1.96,0.0155,3291.32924311109
0.95,0.95,0.155,0.1,1.96,0.0155,3031.97740830667
1,0.95,0.155,0.1,1.96,0.0155,2805.42628621502
0.8,1,0.155,0.1,1.96,0.0155,2713.90451612903
0.85,1,0.155,0.1,1.96,0.0155,2531.66542694497
0.9,1,0.155,0.1,1.96,0.0155,2369.67512544803
0.95,1,0.155,0.1,1.96,0.0155,2224.73643463497
1,1,0.155,0.1,1.96,0.0155,2094.29161290323
0.8,0.8,0.16,0.1,1.96,0.016,8686.28444444444
0.85,0.8,0.16,0.1,1.96,0.016,7514.98792899408
0.9,0.8,0.16,0.1,1.96,0.016,6573.84
0.95,0.8,0.16,0.1,1.96,0.016,5805.08444444444
1,0.8,0.16,0.1,1.96,0.016,5168.1525
0.8,0.85,0.16,0.1,1.96,0.016,6730.04562130177
0.85,0.85,0.16,0.1,1.96,0.016,5921.52749999999
0.9,0.85,0.16,0.1,1.96,0.016,5258.19
0.95,0.85,0.16,0.1,1.96,0.016,4706.2413671875
1,0.85,0.16,0.1,1.96,0.016,4241.29588235294
0.8,0.9,0.16,0.1,1.96,0.016,5116.09
0.85,0.9,0.16,0.1,1.96,0.016,4577.90666666667
0.9,0.9,0.16,0.1,1.96,0.016,4127.09390625
0.95,0.9,0.16,0.1,1.96,0.016,3744.8953633218
1,0.9,0.16,0.1,1.96,0.016,3417.42333333333
0.8,0.95,0.16,0.1,1.96,0.016,3764.23444444444
0.85,0.95,0.16,0.1,1.96,0.016,3430.7101171875
0.9,0.95,0.16,0.1,1.96,0.016,3144.6453633218
0.95,0.95,0.16,0.1,1.96,0.016,2896.83614197531
1,0.95,0.16,0.1,1.96,0.016,2680.27421052631
0.8,1,0.16,0.1,1.96,0.016,2617.09
0.85,1,0.16,0.1,1.96,0.016,2440.54588235294
0.9,1,0.16,0.1,1.96,0.016,2283.61777777778
0.95,1,0.16,0.1,1.96,0.016,2143.20842105263
1,1,0.16,0.1,1.96,0.016,2016.84
0.8,0.8,0.165,0.1,1.96,0.0165,8215.44248954188
0.85,0.8,0.165,0.1,1.96,0.0165,7108.63093245526
0.9,0.8,0.165,0.1,1.96,0.0165,6219.00620752984
0.95,0.8,0.165,0.1,1.96,0.0165,5492.10438118559
1,0.8,0.165,0.1,1.96,0.0165,4889.66185491276
0.8,0.85,0.165,0.1,1.96,0.0165,6381.39437103688
0.85,0.85,0.165,0.1,1.96,0.0165,5615.70776859504
0.9,0.85,0.165,0.1,1.96,0.0165,4987.25989592899
0.95,0.85,0.165,0.1,1.96,0.0165,4464.14027548209
1,0.85,0.165,0.1,1.96,0.0165,4023.31496353913
0.8,0.9,0.165,0.1,1.96,0.0165,4868.42402203856
0.85,0.9,0.165,0.1,1.96,0.0165,4356.98820936639
0.9,0.9,0.165,0.1,1.96,0.0165,3928.37994490358
0.95,0.9,0.165,0.1,1.96,0.0165,3564.8438224332
1,0.9,0.165,0.1,1.96,0.0165,3253.22883787369
0.8,0.95,0.165,0.1,1.96,0.0165,3601.28932149781
0.85,0.95,0.165,0.1,1.96,0.0165,3282.38086317722
0.9,0.95,0.165,0.1,1.96,0.0165,3008.72174605444
0.95,0.95,0.165,0.1,1.96,0.0165,2771.55354396943
1,0.95,0.165,0.1,1.96,0.0165,2564.2044096467
0.8,1,0.165,0.1,1.96,0.0165,2526.14303030303
0.85,1,0.165,0.1,1.96,0.0165,2354.94873440285
0.9,1,0.165,0.1,1.96,0.0165,2202.77602693603
0.95,1,0.165,0.1,1.96,0.0165,2066.62149920255
1,1,0.165,0.1,1.96,0.0165,1944.08242424242
0.8,0.8,0.17,0.1,1.96,0.017,7783.4862898885
0.85,0.8,0.17,0.1,1.96,0.017,6735.71125570729
0.9,0.8,0.17,0.1,1.96,0.017,5893.26560553633
0.95,0.8,0.17,0.1,1.96,0.017,5204.69597846982
1,0.8,0.17,0.1,1.96,0.017,4633.84692041522
0.8,0.85,0.17,0.1,1.96,0.017,6060.84939784197
0.85,0.85,0.17,0.1,1.96,0.017,5334.42823529411
0.9,0.85,0.17,0.1,1.96,0.017,4737.97333333333
0.95,0.85,0.17,0.1,1.96,0.017,4241.29588235294
1,0.85,0.17,0.1,1.96,0.017,3822.5992102585
0.8,0.9,0.17,0.1,1.96,0.017,4639.9507266436
0.85,0.9,0.17,0.1,1.96,0.017,4153.09305651672
0.9,0.9,0.17,0.1,1.96,0.017,3744.8953633218
0.95,0.9,0.17,0.1,1.96,0.017,3398.51961351037
1,0.9,0.17,0.1,1.96,0.017,3101.49013456363
0.8,0.95,0.17,0.1,1.96,0.017,3450.05514801999
0.85,0.95,0.17,0.1,1.96,0.017,3144.6453633218
0.9,0.95,0.17,0.1,1.96,0.017,2882.44878102513
0.95,0.95,0.17,0.1,1.96,0.017,2655.11685932761
1,0.95,0.17,0.1,1.96,0.017,2456.28727736296
0.8,1,0.17,0.1,1.96,0.017,2440.54588235294
0.85,1,0.17,0.1,1.96,0.017,2274.38671280277
0.9,1,0.17,0.1,1.96,0.017,2126.68967320261
0.95,1,0.17,0.1,1.96,0.017,1994.53969040248
1,1,0.17,0.1,1.96,0.017,1875.60470588235
0.8,0.8,0.175,0.1,1.96,0.0175,7386.15111111111
0.85,0.8,0.175,0.1,1.96,0.0175,6392.56899408284
0.9,0.8,0.175,0.1,1.96,0.0175,5593.44
0.95,0.8,0.175,0.1,1.96,0.0175,4940.07111111111
1,0.8,0.175,0.1,1.96,0.0175,4398.24
0.8,0.85,0.175,0.1,1.96,0.0175,5765.36899408284
0.85,0.85,0.175,0.1,1.96,0.0175,5075.04
0.9,0.85,0.175,0.1,1.96,0.0175,4508
0.95,0.85,0.175,0.1,1.96,0.0175,4035.63999999999
1,0.85,0.175,0.1,1.96,0.0175,3637.29882352941
0.8,0.9,0.175,0.1,1.96,0.0175,4428.64
0.85,0.9,0.175,0.1,1.96,0.0175,3964.42666666667
0.9,0.9,0.175,0.1,1.96,0.0175,3575.04
0.95,0.9,0.175,0.1,1.96,0.0175,3244.48498269896
1,0.9,0.175,0.1,1.96,0.0175,2960.90666666667
0.8,0.95,0.175,0.1,1.96,0.0175,3309.35111111111
0.85,0.95,0.175,0.1,1.96,0.0175,3016.44
0.9,0.95,0.175,0.1,1.96,0.0175,2764.8614532872
0.95,0.95,0.175,0.1,1.96,0.0175,2546.6449382716
1,0.95,0.175,0.1,1.96,0.0175,2355.71368421052
0.8,1,0.175,0.1,1.96,0.0175,2359.84
0.85,1,0.175,0.1,1.96,0.0175,2198.42823529412
0.9,1,0.175,0.1,1.96,0.0175,2054.95111111111
0.95,1,0.175,0.1,1.96,0.0175,1926.57684210526
1,1,0.175,0.1,1.96,0.0175,1811.04
0.8,0.8,0.18,0.1,1.96,0.018,7019.74672153635
0.85,0.8,0.18,0.1,1.96,0.018,6076.03665424793
0.9,0.8,0.18,0.1,1.96,0.018,5316.77827160494
0.95,0.8,0.18,0.1,1.96,0.018,4695.81585733882
1,0.8,0.18,0.1,1.96,0.018,4180.70419753086
0.8,0.85,0.18,0.1,1.96,0.018,5492.31775586237
0.85,0.85,0.18,0.1,1.96,0.018,4835.2474074074
0.9,0.85,0.18,0.1,1.96,0.018,4295.31983539095
0.95,0.85,0.18,0.1,1.96,0.018,3845.37935185185
1,0.85,0.18,0.1,1.96,0.018,3465.80949891068
0.8,0.9,0.18,0.1,1.96,0.018,4232.72888888889
0.85,0.9,0.18,0.1,1.96,0.018,3789.43012345679
0.9,0.9,0.18,0.1,1.96,0.018,3417.42333333333
0.95,0.9,0.18,0.1,1.96,0.018,3101.49013456363
